"hv000","hv001","hv006","hv007","hv010","hv011","hv012","hv013","hv014","hv024","hv025","hv040","hv045c","hv201","hv204","hv205","hv206","hv207","hv208","hv209","hv210","hv211","hv212","hv213","hv214","hv215","hv216","hv217","hv219","hv220","hv221","hv226","hv227","hv230a","hv237","hv241","hv243a","hv243b","hv243c","hv243d","hv243e","hv244","hv245","hv246","hv246a","hv246b","hv246c","hv246d","hv246e","hv246f","hv247","hv270","hv271","hv270a","hv271a","hml1"
"SL7","1","7","2019",0,1,1,1,0,"4","2",46,"4","14",20,"31","0","0","0","0","0","0","0","11","21","22",3,"1","1",48,"0","8","1","3","1","2","0","1","0","0","0","1",20,"1","0","0","0","0","0","6","0","1",-102100,"1",-88780,3
"SL7","1","7","2019",0,0,5,5,0,"4","2",46,"4","21",25,"23","0","0","0","0","0","0","0","11","21","31",2,"2","1",76,"0","8","1","2","1","2","0","0","0","0","0","1",1,"1","0","0","0","0","0","1","0","1",-89700,"1",-64339,2
"SL7","1","7","2019",1,0,1,1,0,"4","2",46,"4","43",60,"23","0","0","0","0","0","0","0","34","21","12",1,"1","2",35,"0","8","0","2","0","2","0","0","0","0","0","1",11,"0","0","0","0","0","0","0","0","1",-88194,"2",-61372,0
"SL7","1","7","2019",1,0,5,5,0,"4","2",46,"4","14",20,"22","0","0","0","0","0","0","0","11","13","22",4,"2","1",73,"0","8","1","3","1","2","0","0","0","0","0","1",105,"1","0","0","0","0","0","20","0","1",-94742,"1",-74278,4
"SL7","1","7","2019",1,0,22,22,1,"4","2",46,"4","43",30,"31","0","0","0","0","0","0","0","11","21","31",4,"5","1",58,"0","8","1","3","0","2","1","1","0","0","0","1",105,"1","0","0","0","0","0","20","0","1",-88105,"2",-61196,4
"SL7","1","7","2019",2,0,8,8,1,"4","2",46,"4","43",40,"31","0","0","0","0","0","0","0","34","31","31",4,"5","1",60,"0","8","1","3","0","2","0","0","0","0","0","1",45,"0","0","0","0","0","0","0","0","2",-54407,"3",5222,1
"SL7","1","7","2019",0,1,5,5,2,"4","2",46,"4","43",40,"22","0","0","0","0","0","0","0","11","21","22",2,"2","2",60,"0","8","1","3","0","2","0","0","0","0","0","1",65,"0","0","0","0","0","0","0","0","1",-106426,"1",-97307,2
"SL7","1","7","2019",0,0,2,2,1,"4","2",46,"4","43",20,"23","0","0","0","0","0","0","0","11","21","12",1,"1","2",51,"0","8","1","2","0","2","1","0","0","0","0","1",11,"1","0","0","0","0","0","10","0","1",-107452,"1",-99328,1
"SL7","1","7","2019",1,0,8,8,2,"4","2",46,"4","21",30,"23","0","1","0","0","0","0","0","11","21","31",3,"2","1",41,"0","8","1","2","1","2","1","0","0","0","0","1",65,"1","0","0","0","0","0","20","0","2",-73153,"3",-31726,3
"SL7","1","7","2019",1,0,10,10,1,"4","2",46,"4","21",35,"23","0","0","0","0","0","0","0","34","31","31",4,"4","1",31,"0","8","0","2","1","2","0","0","0","0","0","0",NA,"1","0","0","0","3","0","5","0","3",-40752,"4",32136,0
"SL7","1","7","2019",1,0,6,6,1,"4","2",46,"4","21",25,"23","0","0","0","0","0","0","0","11","21","12",2,"3","2",50,"0","8","1","2","1","2","0","0","0","0","0","0",NA,"1","0","0","0","0","0","6","0","1",-103657,"1",-91848,2
"SL7","1","7","2019",2,0,5,5,0,"4","2",46,"4","21",30,"23","0","0","0","0","0","1","0","34","31","31",2,"4","1",32,"0","8","1","2","1","2","1","0","0","0","0","1",11,"0","0","0","0","0","0","0","0","3",-21320,"5",70435,1
"SL7","1","7","2019",0,0,1,1,0,"4","2",46,"4","43",50,"23","0","0","0","0","0","0","0","11","21","12",1,"1","1",51,"0","7","0","2","0","1","0","0","0","0","0","1",50,"0","0","0","0","0","0","0","0","2",-70134,"3",-25775,0
"SL7","1","7","2019",0,1,7,7,1,"4","2",46,"4","43",40,"31","0","0","0","0","0","0","0","11","21","22",4,"2","1",42,"0","8","1","3","0","2","0","0","0","0","0","1",85,"1","0","0","0","0","0","6","0","1",-119446,"1",-122969,4
"SL7","1","7","2019",1,0,8,8,0,"4","2",46,"4","14",10,"31","0","0","0","0","0","0","0","11","33","31",5,"4","1",73,"0","8","1","3","1","2","0","0","0","0","0","1",85,"1","0","0","0","0","0","3","0","1",-89575,"1",-64093,5
"SL7","1","7","2019",0,0,2,2,0,"4","2",46,"4","21",10,"23","0","0","0","0","0","0","0","11","21","12",2,"2","1",49,"0","8","1","2","1","2","0","0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","1",-101388,"1",-87376,2
"SL7","1","7","2019",0,0,3,3,0,"4","2",46,"4","43",50,"23","0","0","0","0","0","0","0","11","21","12",2,"2","2",64,"0","8","1","2","0","1","0","0","0","0","0","1",60,"1","0","0","0","0","0","9","0","1",-116867,"1",-117885,2
"SL7","1","7","2019",3,1,5,5,0,"4","2",46,"4","43",30,"31","0","0","0","0","0","0","0","11","21","31",3,"4","2",40,"0","8","1","3","0","2","0","0","0","0","0","1",75,"1","0","0","0","0","0","3","0","1",-103160,"1",-90869,1
"SL7","1","7","2019",0,0,5,5,1,"4","2",46,"4","43",30,"31","0","1","0","0","0","0","0","11","21","31",4,"4","2",89,"0","8","1","3","0","2","0","1","0","0","0","1",65,"0","0","0","0","0","0","0","0","1",-87479,"2",-59961,1
"SL7","1","7","2019",0,1,3,3,0,"4","2",46,"4","21",15,"31","0","0","0","0","0","0","0","11","21","12",2,"4","1",72,"0","8","1","2","1","2","0","1","0","0","0","1",11,"0","0","0","0","0","0","0","0","1",-105095,"1",-94682,2
"SL7","1","7","2019",1,0,3,3,0,"4","2",46,"4","43",45,"23","0","1","0","0","0","0","0","11","21","31",2,"2","1",47,"0","8","1","2","0","2","0","0","0","0","0","1",15,"0","0","0","0","0","0","0","0","1",-90758,"1",-66425,2
"SL7","1","7","2019",1,0,5,5,1,"4","2",46,"4","43",60,"23","0","0","0","0","0","0","0","11","21","12",2,"1","2",40,"0","8","1","2","0","2","0","0","0","0","0","1",2,"0","0","0","0","0","0","0","0","1",-117628,"1",-119385,2
"SL7","1","7","2019",1,1,6,6,2,"4","2",46,"4","43",30,"31","0","0","0","0","0","0","0","11","21","31",1,"2","1",40,"0","8","1","3","1","2","1","0","0","0","0","1",45,"1","0","0","0","0","0","5","0","1",-97972,"1",-80644,1
"SL7","1","7","2019",1,0,3,3,1,"4","2",46,"2","43",45,"22","0","0","0","0","0","0","0","11","21","12",2,"2","1",66,"0","8","1","1","0","2","0","0","0","0","0","1",45,"0","0","0","0","0","0","0","0","1",-109269,"1",-102909,2
"SL7","2","7","2019",1,4,8,8,3,"2","2",77,"3","31",996,"22","0","1","0","0","0","0","0","34","31","31",4,"4","1",42,"0","8","1","2","0","3","1","1","0","0","0","1",30,"0","0","0","0","0","0","0","0","3",-4804,"5",102987,4
"SL7","2","7","2019",1,2,7,7,1,"2","2",77,"3","42",20,"22","0","1","0","0","0","0","0","34","31","31",3,"4","1",55,"0","8","1","1","0","3","0","0","0","0","0","1",40,"1","0","0","0","0","0","2","0","3",-30904,"4",51547,2
"SL7","2","7","2019",2,2,9,9,1,"2","2",77,"3","42",20,"22","0","1","0","0","0","0","0","11","31","31",6,"4","1",61,"0","8","1","2","0","3","0","0","0","0","0","1",50,"1","0","0","0","0","0","8","0","2",-58522,"3",-2888,6
"SL7","2","7","2019",0,0,9,9,0,"2","2",77,"3","31",20,"23","0","1","0","0","1","0","0","34","31","31",5,"4","1",58,"0","8","1","3","0","3","1","1","0","0","0","1",100,"1","0","0","0","3","0","13","0","3",2649,"5",117678,5
"SL7","2","7","2019",2,2,7,7,2,"2","2",77,"3","31",10,"43","0","1","0","0","0","0","0","11","31","21",4,"4","2",78,"0","8","1","3","0","3","1","1","0","0","0","1",20,"0","0","0","0","0","0","0","0","2",-48242,"4",17372,4
"SL7","2","7","2019",1,0,4,4,1,"2","2",77,"3","51",5,"23","0","1","0","0","0","0","0","34","31","31",3,"4","1",25,"0","8","1","2","1","2","1","0","0","0","0","1",40,"0","0","0","0","0","0","0","0","3",-29225,"4",54855,2
"SL7","2","7","2019",1,0,11,11,2,"2","2",77,"3","42",25,"23","0","1","0","0","0","0","0","11","31","31",5,"5","1",55,"0","8","1","1","0","2","1","0","0","0","0","1",50,"1","0","0","0","0","0","8","0","2",-58709,"3",-3256,3
"SL7","2","7","2019",2,0,8,8,3,"2","2",77,"3","31",5,"43","0","1","0","0","0","0","0","11","31","31",3,"4","1",71,"0","8","1","3","0","3","1","0","0","0","0","1",20,"1","0","0","0","0","0","15","0","3",-43336,"4",27042,3
"SL7","2","7","2019",1,1,6,6,1,"2","2",77,"3","42",20,"22","0","0","0","0","0","0","0","34","31","31",3,"2","1",35,"0","8","1","2","0","3","1","0","0","0","0","1",50,"1","0","0","0","0","0","10","0","3",-28061,"4",57149,1
"SL7","2","7","2019",3,0,7,7,1,"2","2",77,"3","51",996,"22","0","1","0","0","0","0","0","11","31","31",8,"4","1",50,"0","8","1","2","1","2","1","0","0","0","0","1",30,"1","0","0","0","0","0","5","0","2",-47842,"4",18161,3
"SL7","2","7","2019",3,0,7,7,0,"2","2",77,"3","31",15,"23","0","1","0","0","0","0","0","34","31","23",4,"4","1",50,"0","8","1","3","0","3","1","1","0","0","0","1",40,"1","0","0","0","3","1","5","0","3",-17436,"5",78092,3
"SL7","2","7","2019",3,0,7,8,0,"2","2",77,"3","42",25,"22","0","0","0","0","0","0","0","11","31","31",3,"5","1",55,"0","8","1","2","0","3","0","0","0","0","0","1",40,"1","0","0","0","0","0","4","0","2",-66284,"3",-18188,3
"SL7","2","7","2019",3,0,11,11,2,"2","2",77,"3","51",5,"22","0","1","1","0","0","1","0","11","31","31",8,"4","2",49,"0","8","0","2","1","2","1","0","0","0","0","0",NA,"1","0","0","0","0","0","7","1","4",22806,"5",157406,0
"SL7","2","7","2019",4,0,11,12,1,"2","2",77,"3","42",15,"22","0","1","0","0","0","0","0","34","31","31",5,"5","1",61,"0","8","1","2","1","2","1","0","0","0","0","1",30,"1","0","0","0","2","0","13","0","3",-19602,"5",73822,5
"SL7","2","7","2019",2,2,5,5,1,"2","2",77,"3","31",20,"43","0","1","0","0","1","0","0","11","31","31",3,"4","1",52,"0","8","1","3","0","3","1","0","0","0","0","1",50,"0","0","0","0","0","0","0","0","3",-32787,"4",47835,3
"SL7","2","7","2019",1,0,5,5,0,"2","2",77,"3","42",15,"23","0","1","0","0","0","0","0","11","31","31",4,"5","1",45,"0","8","1","2","0","3","1","0","0","0","0","1",40,"0","0","0","0","0","0","0","0","2",-57037,"3",39,3
"SL7","2","7","2019",0,2,8,8,1,"2","2",77,"3","42",10,"23","0","0","0","0","0","0","0","34","31","31",2,"4","2",55,"0","8","1","2","0","2","0","0","0","0","0","1",40,"1","0","0","0","0","0","5","0","2",-46410,"4",20984,1
"SL7","2","7","2019",1,2,8,8,0,"2","2",77,"3","31",10,"23","0","1","0","0","0","0","0","11","31","11",5,"4","1",40,"0","8","1","3","1","3","1","1","0","0","0","1",80,"1","0","0","0","3","4","10","0","2",-48848,"4",16179,5
"SL7","2","7","2019",3,0,12,12,2,"2","2",77,"3","31",10,"43","0","1","0","0","1","0","0","34","31","23",4,"4","1",43,"0","8","1","3","0","3","1","1","0","0","0","1",120,"1","0","0","0","12","0","4","0","3",-4048,"5",104478,4
"SL7","2","7","2019",2,2,7,7,2,"2","2",77,"3","31",20,"43","0","0","0","0","0","0","0","34","31","31",3,"4","2",46,"0","8","1","3","0","3","1","0","0","0","0","1",20,"1","0","0","0","0","2","12","0","3",-19977,"5",73082,3
"SL7","2","7","2019",3,3,6,7,0,"2","2",77,"3","51",5,"22","0","1","0","0","0","0","0","34","31","31",3,"5","2",49,"0","8","1","2","1","2","1","0","0","0","0","1",40,"1","0","0","0","0","0","2","0","3",-20824,"5",71413,2
"SL7","2","7","2019",2,0,9,9,3,"2","2",77,"3","42",20,"22","0","1","0","0","0","0","0","34","31","31",5,"4","1",67,"0","8","1","2","0","2","0","0","0","0","0","1",70,"1","0","0","0","4","1","10","0","3",-24255,"4",64651,4
"SL7","2","7","2019",1,0,11,11,2,"2","2",77,"3","43",15,"43","0","1","0","0","0","0","0","34","31","23",3,"4","1",39,"0","8","1","3","0","3","1","0","0","0","0","1",30,"1","0","0","0","1","0","8","0","3",-41006,"4",31636,2
"SL7","2","7","2019",1,2,8,8,2,"2","2",77,"3","31",10,"23","0","1","0","0","1","0","0","34","31","23",5,"4","1",37,"0","8","1","3","0","3","1","1","0","0","0","1",35,"1","0","0","0","0","0","6","1","4",12681,"5",137450,4
"SL7","3","6","2019",2,0,8,8,2,"2","2",494,"6","14",45,"23","0","0","0","0","0","0","0","11","31","31",4,"4","1",64,"0","8","1","5","1","2","1","0","0","0","0","1",20,"1","0","0","0","0","0","3","0","2",-60818,"3",-7414,4
"SL7","3","6","2019",0,0,4,4,1,"2","2",494,"6","14",30,"23","0","0","0","0","0","0","0","34","31","31",3,"2","1",65,"0","8","1","5","1","2","0","0","0","0","0","0",NA,"1","0","0","0","0","0","8","0","3",-33188,"4",47043,2
"SL7","3","6","2019",1,3,6,7,0,"2","2",494,"6","31",30,"23","0","1","0","0","0","0","0","11","31","31",5,"4","1",43,"0","8","1","5","1","3","1","1","0","0","0","1",50,"1","0","6","0","0","4","17","0","3",-29213,"4",54878,5
"SL7","3","6","2019",2,1,9,9,2,"2","2",494,"6","31",30,"22","0","0","0","0","0","0","0","34","31","32",3,"4","2",35,"0","8","1","3","0","3","1","0","0","0","0","1",20,"0","0","0","0","0","0","0","0","3",-27279,"4",58691,2
"SL7","3","6","2019",4,0,14,14,3,"2","2",494,"6","14",20,"23","0","1","0","0","1","0","0","11","13","31",4,"4","1",36,"0","8","1","5","1","3","1","1","0","0","0","1",20,"1","0","0","0","3","0","2","0","2",-53830,"3",6359,4
"SL7","3","6","2019",3,0,9,7,0,"2","2",494,"6","21",20,"22","0","1","0","0","0","0","0","11","13","31",3,"5","1",65,"0","8","0","3","0","3","0","0","0","0","0","1",60,"1","0","0","0","0","0","15","0","2",-72510,"3",-30459,0
"SL7","3","6","2019",2,1,6,6,0,"2","2",494,"6","14",40,"23","0","1","0","0","0","1","0","34","31","31",5,"4","1",46,"0","8","1","5","1","2","1","1","0","0","0","1",40,"1","0","0","0","0","0","15","0","3",-4090,"5",104396,5
"SL7","3","6","2019",6,5,15,15,0,"2","2",494,"6","21",24,"22","0","1","0","0","1","0","0","34","31","31",5,"5","1",62,"0","8","0","3","0","3","1","1","0","0","0","1",40,"1","0","0","0","98","5","98","0","4",15231,"5",142477,0
"SL7","3","6","2019",1,0,4,4,0,"2","2",494,"6","14",10,"23","0","0","0","0","0","0","0","34","13","12",2,"2","1",64,"0","8","1","5","1","3","1","1","0","0","0","1",35,"1","0","0","0","0","0","5","0","2",-63355,"3",-12414,2
"SL7","3","6","2019",2,0,7,9,2,"2","2",494,"6","14",30,"23","0","1","0","0","1","1","0","11","31","31",5,"2","1",54,"0","8","1","5","1","2","1","0","0","0","0","1",100,"1","0","0","0","3","0","4","1","3",-5957,"5",100715,2
"SL7","3","6","2019",1,0,4,4,1,"2","2",494,"2","21",30,"12","0","1","0","0","0","1","0","34","13","31",2,"2","1",32,"0","8","1","2","1","3","1","1","0","0","0","1",10,"0","0","0","0","0","0","0","0","4",12554,"5",137200,3
"SL7","3","6","2019",1,0,4,4,0,"2","2",494,"6","14",40,"23","0","0","0","0","0","0","0","11","13","31",5,"2","1",85,"0","8","1","5","1","3","0","1","0","0","0","1",20,"0","0","0","0","0","0","0","0","2",-78931,"2",-43115,2
"SL7","3","6","2019",1,1,5,5,1,"2","2",494,"6","14",40,"23","0","0","0","0","0","0","0","11","13","31",4,"2","1",43,"0","8","1","5","1","2","1","1","0","0","0","1",40,"0","0","0","0","0","0","0","0","2",-71976,"3",-29405,2
"SL7","3","6","2019",1,0,6,6,1,"2","2",494,"6","31",70,"22","0","0","0","0","0","0","0","34","32","31",2,"2","1",34,"0","8","0","2","1","3","1","1","0","0","0","1",20,"0","0","0","0","0","0","0","0","3",-25677,"4",61847,0
"SL7","3","6","2019",1,0,10,8,2,"2","2",494,"6","21",70,"22","1","1","0","0","0","0","0","34","22","31",2,"4","2",35,"0","8","0","1","0","3","1","1","0","0","0","1",40,"1","2","3","2","21","0","0","0","4",35592,"5",182607,0
"SL7","3","6","2019",3,4,10,10,1,"2","2",494,"6","14",20,"22","0","1","0","0","0","1","0","34","13","31",5,"4","1",25,"0","8","1","2","1","3","1","0","0","0","0","1",10,"1","2","2","2","22","2","10","0","3",4955,"5",122222,5
"SL7","3","6","2019",0,3,9,8,1,"2","2",494,"6","21",120,"41","0","0","0","0","1","0","0","34","31","31",3,"4","1",65,"0","8","0","2","1","3","1","1","0","0","0","1",20,"0","0","0","0","0","0","0","0","3",-11750,"5",89297,0
"SL7","3","6","2019",1,0,8,7,1,"2","2",494,"6","14",40,"23","0","1","0","0","0","1","0","34","31","31",4,"2","1",50,"0","8","0","5","1","2","1","0","0","0","0","1",20,"1","0","0","0","0","0","2","0","3",-13341,"5",86162,0
"SL7","3","6","2019",1,1,5,5,1,"2","2",494,"6","21",130,"23","0","0","0","0","0","0","0","12","13","31",2,"2","1",32,"0","8","0","2","0","3","1","1","0","0","0","1",20,"0","0","0","0","0","0","0","0","2",-59113,"3",-4054,0
"SL7","3","6","2019",1,1,4,4,2,"2","2",494,"6","14",15,"23","0","0","0","0","0","1","0","11","31","31",1,"2","1",25,"0","8","1","5","1","3","1","0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","3",-43715,"4",26295,2
"SL7","3","6","2019",1,0,8,8,2,"2","2",494,"6","14",30,"23","0","0","0","0","0","1","0","11","31","31",4,"4","1",29,"0","8","1","5","1","2","1","1","0","0","0","1",30,"1","0","0","0","0","3","0","0","3",-37898,"4",37760,2
"SL7","3","6","2019",3,1,5,7,2,"2","2",494,"6","14",20,"23","0","1","0","0","0","1","0","34","31","31",5,"2","1",33,"0","8","0","5","1","3","1","1","0","0","0","1",25,"1","0","0","0","1","0","2","0","3",-5248,"5",102113,0
"SL7","3","6","2019",2,0,9,9,1,"2","2",494,"2","21",120,"22","0","1","0","0","1","1","0","34","31","31",5,"4","1",55,"0","8","1","2","1","3","1","1","0","0","0","0",NA,"1","0","0","0","2","1","0","0","4",17208,"5",146374,4
"SL7","3","6","2019",2,0,7,6,1,"2","2",494,"6","14",40,"23","0","0","0","0","0","0","0","11","13","12",2,"4","2",34,"0","8","1","5","1","3","1","0","0","0","0","1",32,"1","0","0","0","0","0","15","0","1",-97722,"1",-80151,3
"SL7","4","8","2019",2,0,7,7,2,"2","2",118,"6","43",25,"23","0","1","0","0","0","0","0","11","21","31",5,"4","1",27,"0","8","1","3","0","3","1","1","0","0","0","1",30,"1","0","0","0","1","0","7","0","2",-74299,"3",-33984,2
"SL7","4","8","2019",0,0,6,6,2,"2","2",118,"6","43",20,"23","0","1","0","0","0","0","0","11","13","31",3,"4","1",29,"0","8","1","3","0","3","1","0","0","0","0","1",5,"1","0","0","0","0","0","6","0","1",-81978,"2",-49119,2
"SL7","4","8","2019",0,0,4,4,2,"2","2",118,"6","43",30,"23","0","0","0","0","0","0","0","11","21","12",2,"1","2",67,"0","8","1","3","0","3","0","0","0","0","0","1",20,"1","0","0","0","0","0","1","0","1",-117461,"1",-119056,1
"SL7","4","8","2019",1,0,5,6,1,"2","2",118,"6","43",25,"31","0","1","1","0","0","0","0","11","21","12",2,"2","1",58,"0","8","1","3","0","3","1","1","0","0","0","1",15,"0","0","0","0","0","0","0","0","2",-59932,"3",-5667,2
"SL7","4","8","2019",1,0,7,7,4,"2","2",118,"6","43",20,"23","0","1","0","0","0","0","0","11","13","31",4,"2","1",52,"0","8","0","3","0","3","1","0","0","0","0","1",15,"1","0","0","0","2","2","7","0","2",-78400,"2",-42067,0
"SL7","4","8","2019",2,0,8,8,2,"2","2",118,"6","43",25,"23","0","0","0","0","0","0","0","11","21","31",6,"4","1",74,"0","8","0","3","0","2","0","0","0","0","0","1",110,"1","0","0","0","5","0","2","0","1",-92900,"1",-70647,0
"SL7","4","8","2019",0,0,3,3,0,"2","2",118,"6","43",20,"23","0","1","0","0","0","0","0","11","13","31",3,"1","1",61,"0","8","1","3","0","3","1","0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","2",-74557,"3",-34494,1
"SL7","4","8","2019",1,2,7,7,1,"2","2",118,"6","43",20,"23","0","1","0","0","0","0","0","11","13","31",4,"4","1",47,"0","8","0","3","0","3","1","0","0","0","0","1",5,"1","0","0","0","0","0","6","0","1",-81438,"2",-48055,0
"SL7","4","8","2019",1,0,8,8,1,"2","2",118,"6","43",25,"23","0","0","0","0","0","0","0","11","21","12",4,"4","1",47,"0","8","0","3","0","3","1","0","0","0","0","1",40,"0","0","0","0","0","0","0","0","1",-109455,"1",-103276,0
"SL7","4","8","2019",2,0,5,5,2,"2","2",118,"6","43",30,"23","0","0","0","0","0","0","0","11","13","31",2,"3","2",36,"0","8","0","3","0","3","0","0","0","0","0","1",10,"0","0","0","0","0","0","0","0","1",-96869,"1",-78468,0
"SL7","4","8","2019",0,0,4,4,1,"2","2",118,"6","43",20,"23","0","0","0","0","0","0","0","11","13","31",3,"1","2",52,"0","8","1","3","0","3","0","0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","1",-89899,"1",-64732,1
"SL7","4","8","2019",2,2,11,11,3,"2","2",118,"6","43",20,"23","0","1","0","0","0","1","0","11","13","31",4,"4","1",53,"0","8","1","3","0","3","1","1","0","0","0","0",NA,"1","0","0","0","3","2","12","0","2",-58246,"3",-2344,3
"SL7","4","8","2019",3,1,12,12,3,"2","2",118,"6","43",20,"31","0","1","0","0","0","0","0","11","13","31",6,"4","1",42,"0","8","0","3","0","3","1","0","0","0","0","1",5,"1","0","0","0","1","2","2","0","1",-83776,"2",-52664,0
"SL7","4","8","2019",1,1,3,3,1,"2","2",118,"6","43",25,"31","0","0","0","0","0","0","0","11","13","31",5,"2","1",59,"0","8","0","3","0","3","0","0","0","0","0","1",200,"1","0","20","0","2","1","5","0","1",-90741,"1",-66390,0
"SL7","4","8","2019",2,3,6,6,0,"2","2",118,"6","43",20,"23","0","0","0","0","0","0","0","11","13","31",5,"4","1",29,"0","8","1","3","0","3","1","0","0","0","0","1",5,"1","0","0","0","0","0","3","0","1",-87982,"2",-60954,4
"SL7","4","8","2019",1,0,6,6,2,"2","2",118,"6","43",25,"23","0","0","0","0","0","0","0","11","21","12",3,"1","2",48,"0","8","1","3","0","3","0","0","0","0","0","1",10,"1","0","0","0","0","0","1","0","1",-117460,"1",-119054,1
"SL7","4","8","2019",1,0,5,5,0,"2","2",118,"6","43",20,"23","0","1","0","0","0","0","0","11","31","31",3,"4","1",48,"0","8","1","3","0","3","1","0","0","0","0","1",5,"0","0","0","0","0","0","0","0","2",-61899,"3",-9545,2
"SL7","4","8","2019",0,0,3,3,1,"2","2",118,"6","43",20,"23","0","0","0","0","0","0","0","11","21","12",1,"1","2",65,"0","8","0","3","0","3","0","0","0","0","0","0",NA,"1","0","0","0","0","0","5","0","1",-111688,"1",-107677,0
"SL7","4","8","2019",0,0,4,4,0,"2","2",118,"6","43",20,"23","0","1","0","0","0","0","0","11","13","31",3,"1","2",55,"0","8","1","3","0","3","0","0","0","0","0","1",15,"0","0","0","0","0","0","0","0","1",-89106,"2",-63168,2
"SL7","4","8","2019",1,2,8,8,2,"2","2",118,"6","43",20,"23","0","1","0","0","0","0","0","11","13","31",5,"4","1",42,"0","8","1","3","0","3","1","0","0","0","0","1",15,"1","0","0","0","2","3","12","0","2",-76568,"2",-38457,3
"SL7","4","8","2019",1,0,6,6,2,"2","2",118,"6","43",30,"31","0","0","0","0","0","0","0","11","21","31",5,"4","1",40,"0","8","0","3","0","3","0","0","0","0","0","1",10,"0","0","0","0","0","0","0","0","1",-102702,"1",-89966,0
"SL7","4","8","2019",1,0,6,6,0,"2","2",118,"6","43",25,"31","0","1","0","0","0","0","0","11","21","31",6,"4","1",92,"0","8","0","3","0","2","0","0","0","0","0","1",100,"0","0","0","0","0","0","0","0","1",-94925,"1",-74638,0
"SL7","4","8","2019",1,0,6,6,3,"2","2",118,"6","43",20,"23","0","1","0","0","0","0","0","34","31","31",4,"1","2",35,"0","8","1","3","0","3","1","0","0","0","0","1",15,"1","0","0","0","3","2","9","0","3",-29973,"4",53381,2
"SL7","4","8","2019",1,0,6,6,4,"2","2",118,"6","43",20,"23","0","0","0","0","0","0","0","11","21","31",1,"1","2",28,"0","8","0","3","0","3","0","0","0","0","0","1",20,"0","0","0","0","0","0","0","0","1",-100295,"1",-85222,0
"SL7","5","5","2019",1,1,4,4,1,"5","1",46,"2","14",30,"12","1","1","1","1","1","0","1","33","31","31",2,"2","1",35,"0","7","1","1","0","3","1","1","0","0","1","0",NA,"0","0","0","0","0","0","0","1","5",278619,"5",213907,1
"SL7","5","5","2019",0,1,1,1,0,"5","1",46,"2","12",996,"22","0","1","0","0","0","0","0","34","11","31",1,"1","1",43,"0","7","1","3","0","3","1","1","0","0","0","0",NA,"1","0","0","0","0","0","2","0","4",69271,"2",-32091,1
"SL7","5","5","2019",0,0,1,1,0,"5","1",46,"6","14",65,"22","1","1","1","0","0","0","0","34","24","31",1,"1","1",21,"0","95","1","3","0",NA,"1","0","0","0","0","0",NA,"0","0","0","0","0","0","0","1","5",129078,"4",38187,1
"SL7","5","5","2019",1,0,2,2,0,"5","1",46,"6","14",10,"21","1","1","1","1","1","0","0","35","24","31",1,"1","2",34,"0","2","0","3","0","1","1","1","0","0","1","0",NA,"0","0","0","0","0","0","0","1","5",238011,"5",166190,0
"SL7","5","5","2019",0,2,4,4,0,"5","1",46,"2","14",25,"22","1","1","1","1","0","0","0","35","33","31",5,"4","2",73,"0","7","1","3","0","3","1","1","0","0","1","0",NA,"0","0","0","0","0","0","0","1","5",208127,"5",131074,1
"SL7","5","5","2019",0,0,1,1,0,"5","1",46,"2","13",996,"22","1","1","1","1","0","1","0","34","31","31",1,"1","1",34,"0","95","0","2","0",NA,"1","1","0","0","1","0",NA,"1","0","0","0","0","0","4","1","5",187377,"5",106691,0
"SL7","5","5","2019",1,0,3,3,1,"5","1",46,"5","13",996,"22","1","1","1","1","1","0","0","33","31","31",2,"1","2",41,"0","7","1","3","0","3","1","1","0","0","0","0",NA,"0","0","0","0","0","0","0","1","5",214321,"5",138352,2
"SL7","5","5","2019",2,0,4,4,0,"5","1",46,"1","13",996,"22","1","1","1","1","0","0","0","33","31","31",3,"4","1",58,"0","7","1","1","1","3","1","1","0","0","0","0",NA,"0","0","0","0","0","0","0","1","5",207399,"5",130219,3
"SL7","5","5","2019",1,0,3,3,0,"5","1",46,"2","13",996,"22","1","1","1","1","0","0","0","34","31","35",2,"4","1",42,"0","7","1","1","0","3","1","1","0","0","0","0",NA,"1","0","0","0","0","0","8","1","5",181839,"5",100184,2
"SL7","5","5","2019",1,0,4,4,2,"5","1",46,"2","13",996,"12","1","1","1","1","1","0","0","33","24","31",2,"2","1",32,"0","7","1","1","0","3","1","1","0","0","0","0",NA,"0","0","0","0","0","0","0","1","5",237882,"5",166038,1
"SL7","5","5","2019",0,0,1,1,0,"5","1",46,"2","14",25,"22","1","1","1","0","0","0","0","34","31","31",1,"1","1",44,"0","95","0","2","0",NA,"1","1","0","0","0","0",NA,"0","0","0","0","0","0","0","1","5",144903,"4",56781,0
"SL7","5","5","2019",1,0,4,4,1,"5","1",46,"3","11",996,"12","1","1","1","1","0","0","0","34","33","31",2,"2","1",74,"0","7","1","3","0","3","1","0","0","0","0","0",NA,"0","0","0","0","0","0","0","1","5",181699,"5",100019,2
