"hv000","hv001","hv006","hv007","hv010","hv011","hv012","hv013","hv014","hv024","hv025","hv040","hv045c","hv201","hv204","hv205","hv206","hv207","hv208","hv209","hv210","hv211","hv212","hv213","hv214","hv215","hv216","hv217","hv219","hv220","hv221","hv226","hv227","hv230a","hv237","hv241","hv243a","hv243b","hv243c","hv243d","hv243e","hv244","hv245","hv246","hv246a","hv246b","hv246c","hv246d","hv246e","hv246f","hv247","hv270","hv271","hv270a","hv271a","hml1"
"SL7","77","7","2019",2,0,7,7,3,"2","1",90,"2","32",996,"22","0","1","0","0","0","0","0","34","31","31",4,"3","2",36,"0","8","0","3","0","3","1","0","0","0","0","1",42,"1","0","0","0","0","0","9","0","3",7900,"1",-104206,0
"SL7","77","7","2019",2,2,11,11,3,"2","1",90,"3","31",20,"13","0","1","0","0","0","0","0","34","31","31",6,"5","1",43,"0","7","1","3","1","2","1","0","0","0","0","1",998,"1","0","0","0","0","0","30","0","4",64110,"2",-38156,6
"SL7","77","7","2019",1,0,5,5,2,"2","1",90,"2","32",25,"22","1","1","1","1","0","0","0","34","31","31",1,"2","2",29,"0","7","1","3","0","3","1","1","0","0","0","0",NA,"0","0","0","0","0","0","0","1","5",168009,"4",83933,1
"SL7","77","7","2019",2,0,5,5,1,"2","1",90,"2","32",20,"22","0","0","0","0","0","0","0","34","31","31",3,"4","2",40,"0","7","1","3","0","3","1","0","0","0","0","1",84,"1","0","0","0","0","0","12","0","4",29139,"2",-79249,2
"SL7","77","7","2019",1,0,6,6,2,"2","1",90,"3","43",35,"22","0","1","0","0","0","0","0","34","31","31",3,"2","1",35,"0","7","0","3","1","2","1","1","0","0","0","0",NA,"1","0","0","0","0","0","10","0","4",64852,"2",-37284,0
"SL7","77","7","2019",1,1,2,2,0,"2","1",90,"2","32",20,"22","1","1","1","0","0","0","0","34","31","31",1,"2","1",32,"0","7","0","3","0","3","1","1","0","0","0","0",NA,"0","0","0","0","0","0","0","0","5",128679,"4",37718,0
"SL7","77","7","2019",1,1,4,4,2,"2","1",90,"3","31",30,"23","1","0","0","0","0","0","0","34","13","31",1,"2","1",28,"0","7","1","3","1","3","1","0","0","0","0","0",NA,"1","0","0","0","0","0","1","0","4",27079,"1",-81670,1
"SL7","77","7","2019",1,0,5,5,1,"2","1",90,"2","32",20,"22","1","1","0","0","0","0","0","34","31","31",1,"2","2",27,"0","8","1","3","0","3","1","0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","4",46500,"2",-58849,1
"SL7","78","7","2019",1,0,4,4,0,"5","1",33,"3","72",996,"22","0","1","0","0","0","0","0","34","31","31",2,"2","1",62,"0","7","1","3","0","3","1","0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","4",91483,"3",-5990,2
"SL7","78","7","2019",2,1,7,7,2,"5","1",33,"3","31",996,"22","0","1","0","0","0","0","0","34","31","31",3,"4","1",45,"0","7","0","3","0","1","1","0","0","0","0","0",NA,"1","0","0","0","0","0","5","0","4",61384,"2",-41358,0
"SL7","78","7","2019",0,0,1,1,0,"5","1",33,"4","31",25,"22","0","0","0","0","0","0","0","34","34","31",1,"1","2",55,"0","7","0","2","1","3","0","0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","4",38822,"2",-67871,0
"SL7","78","7","2019",1,1,6,6,1,"5","1",33,"3","31",996,"22","0","0","0","0","0","0","0","34","31","31",2,"2","1",36,"0","7","1","3","1","3","1","0","0","0","0","0",NA,"1","0","0","0","0","0","1","0","4",43608,"2",-62247,1
"SL7","78","7","2019",1,1,8,8,1,"5","1",33,"6","72",5,"22","0","1","1","1","0","0","0","34","31","31",2,"4","1",60,"0","7","1","3","0","2","1","1","0","0","0","0",NA,"0","0","0","0","0","0","0","0","5",157694,"4",71812,1
"SL7","78","7","2019",0,0,4,3,0,"5","1",33,"3","31",15,"22","0","0","0","0","0","0","0","11","22","31",2,"4","2",53,"0","7","0","2","8","2","0","0","0","0","0","0",NA,"1","0","0","0","0","0","4","0","3",-14409,"1",-130420,0
"SL7","78","7","2019",1,0,3,3,0,"5","1",33,"3","31",30,"22","0","1","0","0","0","1","0","34","34","31",1,"2","1",33,"0","7","0","2","1","3","1","0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","4",68752,"2",-32701,0
"SL7","78","7","2019",2,0,7,7,2,"5","1",33,"3","31",996,"21","0","0","0","0","0","0","0","34","34","31",2,"3","2",35,"0","7","1","2","1","3","1","0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","4",54916,"2",-48959,2
"SL7","78","7","2019",1,0,7,7,0,"5","1",33,"3","51",996,"23","0","1","0","0","0","0","0","34","31","31",2,"2","1",45,"0","7","0","2","0","3","1","1","0","0","0","0",NA,"1","0","0","0","0","0","2","0","4",66265,"2",-35623,0
"SL7","78","7","2019",2,1,8,8,2,"5","1",33,"6","31",10,"22","0","1","0","0","0","0","0","34","31","31",3,"4","1",62,"0","7","1","3","0","3","1","0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","4",65579,"2",-36429,3
"SL7","78","7","2019",1,0,2,2,0,"5","1",33,"3","31",25,"22","0","0","0","0","0","0","0","34","34","31",1,"2","2",25,"0","7","0","2","8","3","0","0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","4",37401,"2",-69541,0
"SL7","78","7","2019",0,0,1,1,0,"5","1",33,"6","72",996,"22","0","1","0","0","0","0","0","34","34","31",1,"1","1",48,"0","7","1","2","0","3","1","1","0","0","0","1",15,"0","0","0","0","0","0","0","1","5",115907,"3",22710,1
"SL7","78","7","2019",1,2,6,6,1,"5","1",33,"3","31",13,"22","0","1","0","0","0","0","0","33","31","35",4,"4","1",38,"0","2","0","3","0","1","1","1","0","0","0","0",NA,"0","0","0","0","0","0","0","0","5",112917,"3",19196,0
"SL7","78","7","2019",3,1,7,7,2,"5","1",33,"6","31",12,"23","0","0","0","0","0","0","0","34","31","31",3,"4","1",41,"0","2","0","3","0","3","1","0","0","0","0","0",NA,"1","0","0","0","0","0","3","0","4",33232,"2",-74439,0
"SL7","78","7","2019",2,0,8,8,2,"5","1",33,"3","31",10,"22","0","1","0","0","0","0","0","34","31","31",2,"3","2",39,"0","7","0","3","0","3","1","1","0","0","0","0",NA,"0","0","0","0","0","0","0","0","4",77135,"3",-22850,0
"SL7","78","7","2019",1,1,9,9,1,"5","1",33,"5","31",996,"22","0","0","0","0","0","0","0","34","31","31",4,"4","2",35,"0","7","0","3","0","2","1","0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","4",52456,"2",-51850,0
"SL7","78","7","2019",1,1,3,3,1,"5","1",33,"3","31",996,"22","0","1","0","0","0","0","0","34","31","31",1,"2","1",36,"0","8","1","3","0","2","1","0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","4",30208,"2",-77993,1
"SL7","78","7","2019",1,0,3,3,1,"5","1",33,"6","31",996,"22","0","1","0","0","0","0","0","34","31","31",1,"2","1",21,"0","7","1","2","1","3","1","0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","4",68512,"2",-32983,1
"SL7","78","7","2019",2,0,7,7,2,"5","1",33,"6","72",996,"22","0","1","0","0","1","0","0","33","34","31",2,"4","1",75,"0","7","0","2","0","3","1","1","0","0","0","0",NA,"0","0","0","0","0","0","0","0","5",139525,"4",50463,0
"SL7","78","7","2019",2,0,7,7,1,"5","1",33,"3","21",996,"22","0","1","0","0","0","0","0","11","22","31",3,"4","1",40,"0","7","1","2","0","1","1","1","0","0","0","0",NA,"1","0","0","0","0","0","3","0","4",27642,"2",-81008,2
"SL7","78","7","2019",1,0,4,4,1,"5","1",33,"3","31",20,"22","0","0","0","0","0","0","0","34","31","31",2,"1","2",45,"0","7","1","2","8","3","1","0","0","0","0","0",NA,"1","0","0","0","0","0","4","0","4",48261,"2",-56779,1
"SL7","78","7","2019",1,0,4,4,1,"5","1",33,"3","31",996,"22","0","1","0","0","0","0","0","34","34","31",1,"2","1",39,"0","7","0","2","1","2","1","1","0","0","0","0",NA,"0","0","0","0","0","0","0","0","4",76221,"3",-23925,0
"SL7","78","7","2019",0,0,2,2,0,"5","1",33,"2","31",10,"22","0","0","0","0","0","0","0","34","31","31",2,"1","2",51,"0","7","1","3","0","3","1","0","0","0","0","0",NA,"1","0","0","0","0","0","4","0","4",50804,"2",-53790,1
"SL7","79","5","2019",1,0,4,4,1,"1","1",375,"4","21",60,"22","1","1","1","1","0","0","0","34","34","31",1,"2","1",40,"0","7","1","1","1","3","1","1","0","0","0","0",NA,"0","0","0","0","0","0","0","1","5",167363,"4",83174,1
"SL7","79","5","2019",2,0,10,10,2,"1","1",375,"2","31",30,"22","1","1","1","1","0","0","0","34","31","31",3,"4","1",40,"0","7","1","2","0","3","1","1","0","0","0","0",NA,"0","0","0","0","0","0","0","0","5",155160,"4",68834,3
"SL7","79","5","2019",0,0,1,1,0,"1","1",375,"2","72",5,"22","0","1","0","0","0","0","0","11","31","31",1,"1","1",65,"0","7","1","2","0","3","0","0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","4",60405,"2",-42509,1
"SL7","79","5","2019",1,1,4,3,1,"1","1",375,"6","21",85,"22","0","1","0","0","0","0","0","11","13","31",2,"4","1",54,"0","8","0","1","0","3","1","1","0","0","0","0",NA,"0","0","0","0","0","0","0","0","3",-6199,"1",-120773,0
"SL7","79","5","2019",0,1,4,3,0,"1","1",375,"6","31",50,"22","0","1","0","0","0","0","0","34","34","31",1,"2","1",53,"0","7","1","1","0","3","1","1","0","0","0","0",NA,"0","0","0","0","0","0","0","0","4",80575,"3",-18808,1
"SL7","79","5","2019",1,1,3,3,0,"1","1",375,"2","14",50,"22","1","1","1","0","0","0","0","34","31","31",2,"2","1",40,"0","7","1","2","0","2","1","1","0","0","0","0",NA,"0","0","0","0","0","0","0","0","5",133711,"4",43630,2
"SL7","79","5","2019",2,0,5,5,0,"1","1",375,"6","21",90,"13","1","0","0","0","0","0","0","34","34","31",2,"4","1",74,"0","7","1","1","0","3","1","1","0","0","0","0",NA,"0","0","0","0","0","0","0","0","4",107805,"3",13190,3
"SL7","79","5","2019",3,1,8,8,1,"1","1",375,"6","21",60,"22","0","1","0","0","0","0","0","34","34","31",3,"4","2",55,"0","7","1","1","0","3","1","1","0","0","0","0",NA,"0","0","0","0","0","0","0","0","4",79451,"3",-20129,3
"SL7","79","5","2019",1,0,12,9,1,"1","1",375,"2","14",30,"13","1","0","1","1","0","0","0","34","31","31",5,"4","1",46,"0","7","1","2","0","3","1","1","0","0","0","0",NA,"0","0","0","0","0","0","0","1","5",181274,"5",99520,3
"SL7","79","5","2019",0,0,3,3,0,"1","1",375,"2","14",30,"22","0","0","0","0","0","0","0","34","31","35",1,"1","2",53,"0","7","0","2","0","3","1","0","0","0","0","0",NA,"1","0","0","0","0","0","7","0","4",62915,"2",-39560,0
"SL7","79","5","2019",1,1,4,4,2,"1","1",375,"3","72",20,"22","1","1","1","1","0","0","0","34","34","31",1,"2","1",35,"0","7","1","1","0","3","1","1","0","0","0","0",NA,"0","0","0","0","0","0","0","1","5",197233,"5",118273,1
"SL7","79","5","2019",0,0,3,3,0,"1","1",375,"6","21",45,"22","1","1","1","0","0","0","0","34","34","31",2,"1","1",28,"0","7","1","1","0","3","1","1","0","0","0","0",NA,"0","0","0","0","0","0","0","1","5",146539,"4",58704,2
"SL7","79","5","2019",0,0,1,1,0,"1","1",375,"6","21",50,"22","1","1","0","0","0","0","0","34","34","31",1,"1","1",58,"0","7","1","1","0","3","1","1","0","0","0","0",NA,"0","0","0","0","0","0","0","0","4",103942,"3",8650,1
"SL7","79","5","2019",1,4,8,8,1,"1","1",375,"2","14",996,"22","1","1","1","1","1","0","0","34","31","31",2,"5","1",40,"0","7","1","2","1","3","1","0","0","0","0","1",5,"0","0","0","0","0","0","0","1","5",153512,"4",66897,2
"SL7","79","5","2019",0,0,2,2,0,"1","1",375,"2","14",30,"22","1","0","0","0","0","0","0","34","31","31",1,"3","1",53,"0","7","1","2","0","3","1","0","0","0","0","0",NA,"0","0","0","0","0","0","0","1","4",103536,"3",8173,1
"SL7","79","5","2019",2,3,10,10,1,"1","1",375,"2","14",50,"22","1","1","1","1","0","0","1","34","31","31",4,"4","1",40,"1","7","1","2","1","3","1","1","0","0","0","0",NA,"1","0","0","0","0","4","2","1","5",205368,"5",127832,1
"SL7","79","5","2019",0,1,1,1,0,"1","1",375,"6","72",10,"22","1","0","1","0","0","0","0","34","34","31",1,"1","1",27,"0","7","0","1","0","3","1","0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","5",130381,"4",39718,0
"SL7","79","5","2019",0,0,1,1,0,"1","1",375,"2","31",30,"22","1","1","0","0","0","0","0","11","31","31",1,"1","1",58,"0","7","1","2","1","3","0","0","0","0","0","1",5,"0","0","0","0","0","0","0","0","4",44396,"2",-61320,3
"SL7","79","5","2019",2,0,6,6,3,"1","1",375,"2","14",30,"22","0","0","0","0","0","0","0","11","31","31",1,"3","2",38,"0","7","1","2","1","3","0","0","0","0","0","1",5,"1","0","0","0","0","0","16","0","3",-71,"1",-113572,1
"SL7","79","5","2019",0,0,1,1,0,"1","1",375,"2","14",50,"22","1","1","0","0","0","0","0","33","31","31",1,"1","1",32,"0","7","1","2","1","3","1","0","0","0","0","0",NA,"0","0","0","0","0","0","0","1","5",143772,"4",55453,2
"SL7","79","5","2019",1,0,4,4,1,"1","1",375,"2","72",996,"22","1","0","1","1","0","0","0","34","31","31",1,"2","1",28,"0","7","1","2","0","3","1","1","0","0","0","0",NA,"0","0","0","0","0","0","0","1","5",168700,"4",84745,1
"SL7","79","5","2019",2,1,8,8,2,"1","1",375,"6","21",90,"22","1","1","1","1","0","0","0","34","34","31",3,"4","1",58,"0","8","0","1","0","3","1","1","0","0","1","0",NA,"0","0","0","0","0","0","0","1","5",153401,"4",66767,0
"SL7","79","5","2019",1,0,4,4,1,"1","1",375,"6","21",60,"22","1","1","1","0","0","0","0","34","34","31",2,"4","1",43,"0","7","1","1","0","3","1","1","0","0","0","0",NA,"0","0","0","0","0","0","0","1","5",145117,"4",57033,1
"SL7","79","5","2019",2,0,6,6,1,"1","1",375,"6","72",996,"22","1","1","1","1","0","0","0","33","34","31",3,"4","2",38,"0","7","1","1","0","3","1","1","0","0","1","0",NA,"0","0","0","0","0","0","0","1","5",249511,"5",179703,3
"SL7","80","6","2019",1,0,3,3,0,"1","2",429,"3","42",30,"23","0","0","0","0","0","0","0","11","13","31",2,"4","1",49,"0","8","1","2","0","2","1","1","0","0","0","1",20,"0","0","0","0","0","0","0","0","2",-76406,"2",-38137,2
"SL7","80","6","2019",0,1,1,1,0,"1","2",429,"6","21",10,"23","0","1","0","0","0","0","0","11","13","31",1,"1","1",57,"0","8","1","2","0","3","1","0","0","0","0","1",20,"0","0","0","0","0","0","0","0","2",-72898,"3",-31224,1
"SL7","80","6","2019",1,0,7,7,2,"1","2",429,"2","43",50,"22","0","0","0","0","0","1","0","11","13","31",2,"2","1",40,"0","8","0","2","0","2","1","0","0","0","0","1",20,"1","0","0","0","2","0","0","0","2",-67692,"3",-20963,0
"SL7","80","6","2019",1,2,4,4,0,"1","2",429,"2","61",30,"31","0","0","0","0","0","0","0","11","13","31",3,"4","1",25,"0","7","0","2","0","3","1","0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","3",-42131,"4",29417,0
"SL7","80","6","2019",1,2,8,8,3,"1","2",429,"6","42",30,"23","0","0","0","0","0","0","0","34","31","31",2,"4","1",54,"0","8","1","2","0","2","1","0","0","0","0","1",10,"0","0","0","0","0","0","0","0","3",-38399,"4",36774,2
"SL7","80","6","2019",1,0,4,4,1,"1","2",429,"2","43",40,"22","0","0","0","0","0","0","0","11","13","31",2,"1","2",38,"0","8","0","2","0","2","1","0","0","0","0","1",20,"1","0","0","0","0","0","5","0","1",-82000,"2",-49163,0
"SL7","80","6","2019",1,1,5,5,0,"1","2",429,"6","21",996,"22","0","1","0","0","0","0","0","34","13","31",3,"2","1",53,"0","8","1","2","1","2","1","1","0","0","0","1",10,"1","0","0","0","0","6","8","0","3",-23085,"4",66956,3
"SL7","80","6","2019",0,0,3,3,0,"1","2",429,"6","42",15,"23","0","1","0","0","0","0","0","11","13","31",1,"1","2",55,"0","8","1","2","0","2","0","0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","2",-79685,"2",-44601,1
"SL7","80","6","2019",1,0,9,9,1,"1","2",429,"2","43",40,"22","0","1","0","0","0","0","0","11","13","31",4,"4","1",58,"0","8","0","2","0","3","1","0","0","0","0","1",150,"0","0","0","0","0","0","0","0","2",-74396,"3",-34176,0
"SL7","80","6","2019",0,1,5,5,0,"1","2",429,"2","43",30,"31","0","0","0","0","0","0","0","11","13","31",7,"2","1",52,"0","7","0","2","0","3","0","1","0","0","0","1",50,"0","0","0","0","0","0","0","0","2",-47352,"4",19127,0
"SL7","80","6","2019",1,1,7,7,1,"1","2",429,"2","43",30,"22","0","0","0","0","0","0","0","11","13","31",4,"5","1",55,"0","8","0","2","0","3","1","0","0","0","0","1",20,"0","0","0","0","0","0","0","0","1",-80950,"2",-47093,0
"SL7","80","6","2019",2,0,10,10,4,"1","2",429,"6","42",30,"22","0","0","0","0","0","0","0","11","13","31",4,"4","2",52,"0","8","1","2","0","2","1","1","0","0","0","1",10,"1","0","0","0","2","0","10","0","2",-67807,"3",-21188,4
"SL7","80","6","2019",0,0,4,4,0,"1","2",429,"6","42",15,"23","0","1","0","0","0","0","0","11","13","31",3,"3","1",45,"0","8","1","2","0","2","1","1","0","0","0","1",20,"0","0","0","0","0","0","0","0","2",-69241,"3",-24015,3
"SL7","80","6","2019",1,1,6,6,2,"1","2",429,"2","43",30,"22","0","0","0","0","0","0","0","11","13","31",3,"2","1",42,"0","8","1","2","0","3","0","0","0","0","0","1",30,"1","0","0","0","0","0","4","0","1",-90178,"1",-65281,2
"SL7","80","6","2019",1,0,5,5,1,"1","2",429,"2","43",30,"22","0","0","0","0","0","0","0","11","13","31",3,"2","1",29,"0","8","1","2","0","2","0","0","0","0","0","1",20,"0","0","0","0","0","0","0","0","1",-89127,"2",-63209,1
"SL7","80","6","2019",0,0,4,4,0,"1","2",429,"2","43",40,"22","0","0","0","0","0","0","0","11","13","31",2,"2","1",65,"0","8","0","2","0","3","1","0","0","0","0","1",50,"0","0","0","0","0","0","0","0","1",-80931,"2",-47056,0
"SL7","80","6","2019",0,1,3,3,0,"1","2",429,"6","21",15,"22","0","0","0","0","0","0","0","11","13","31",3,"2","1",52,"0","8","1","2","0","2","1","1","0","0","0","1",10,"0","0","0","0","0","0","0","0","2",-64854,"3",-15369,3
"SL7","80","6","2019",0,0,4,4,0,"1","2",429,"6","42",30,"23","0","1","0","0","0","0","0","11","13","31",1,"4","1",51,"0","8","0","2","0","2","0","0","0","0","0","1",20,"0","0","0","0","0","0","0","0","1",-86656,"2",-58339,0
"SL7","80","6","2019",0,0,3,3,0,"1","2",429,"2","43",50,"22","0","0","0","0","0","0","0","11","13","31",3,"2","2",55,"0","8","0","2","0","3","0","0","0","0","0","1",30,"0","0","0","0","0","0","0","0","1",-88507,"2",-61988,0
"SL7","80","6","2019",0,0,5,5,2,"1","2",429,"2","43",40,"22","0","0","0","0","0","0","0","11","13","31",2,"2","2",50,"0","8","0","2","0","2","0","0","0","0","0","1",40,"0","0","0","0","0","0","0","0","1",-89107,"2",-63170,0
"SL7","80","6","2019",1,0,7,7,2,"1","2",429,"6","42",30,"23","0","1","0","0","0","0","0","11","13","31",3,"3","2",63,"0","8","1","2","0","2","1","0","0","0","0","1",10,"1","0","0","0","5","3","14","0","2",-68671,"3",-22891,3
"SL7","80","6","2019",1,1,5,5,1,"1","2",429,"6","42",15,"23","0","0","0","0","0","0","0","11","13","31",2,"2","1",43,"0","8","1","2","0","2","0","0","0","0","0","1",40,"1","0","0","0","0","0","6","0","1",-93078,"1",-70997,1
"SL7","80","6","2019",1,0,6,6,2,"1","2",429,"2","43",30,"22","0","0","0","0","0","1","0","34","31","31",2,"2","1",25,"0","8","1","2","0","3","0","0","0","0","0","1",10,"1","0","0","0","0","0","7","0","3",-31434,"4",50502,1
"SL7","80","6","2019",1,0,6,6,1,"1","2",429,"6","42",15,"23","0","1","0","0","0","0","0","11","13","31",3,"2","1",47,"0","8","1","2","0","3","1","0","0","0","0","1",40,"1","0","0","0","0","0","5","0","2",-78356,"2",-41982,1
"SL7","81","6","2019",1,1,5,5,0,"2","2",399,"6","31",20,"31","0","0","0","0","0","0","0","11","13","12",1,"4","1",67,"0","8","1","5","1","3","0","1","0","0","0","1",55,"1","0","0","0","4","3","0","0","1",-97239,"1",-79199,1
"SL7","81","6","2019",1,0,7,7,3,"2","2",399,"6","31",10,"22","0","0","0","0","0","0","0","11","13","31",5,"2","1",40,"0","8","0","5","0","2","1","1","0","0","0","0",NA,"1","0","0","0","4","3","0","0","2",-55632,"3",2808,0
"SL7","81","6","2019",1,4,11,11,3,"2","2",399,"6","31",30,"22","0","0","0","0","0","0","0","34","31","31",5,"4","1",35,"0","8","1","2","0","3","1","1","0","0","0","1",10,"1","0","3","0","0","5","0","0","3",-2363,"5",107800,5
"SL7","81","6","2019",1,1,7,7,3,"2","2",399,"2","31",40,"22","0","1","0","0","0","0","0","12","31","31",1,"2","1",59,"0","8","1","2","0","3","1","1","0","0","0","1",40,"1","0","0","0","1","0","0","0","3",-21236,"5",70602,2
"SL7","81","6","2019",1,0,5,5,2,"2","2",399,"6","31",40,"22","0","1","0","0","0","0","0","12","13","31",2,"2","1",45,"0","8","1","2","0","3","1","1","0","0","0","1",60,"1","0","3","0","4","1","9","0","3",-32653,"4",48099,1
"SL7","81","6","2019",1,0,9,9,3,"2","2",399,"6","42",30,"23","0","0","0","0","0","1","0","11","31","31",5,"2","1",38,"0","8","1","5","0","3","1","0","0","0","0","1",35,"0","0","0","0","0","0","0","0","2",-53346,"4",7313,1
"SL7","81","6","2019",0,0,3,2,0,"2","2",399,"2","42",40,"21","0","1","0","0","0","1","0","34","31","31",2,"4","2",58,"0","8","1","2","0","3","1","1","0","0","0","1",998,"1","0","3","0","0","0","0","0","3",-2381,"5",107763,2
"SL7","81","6","2019",2,4,11,11,0,"2","2",399,"6","31",15,"23","0","1","0","0","0","0","0","11","13","31",5,"5","1",65,"0","8","1","5","1","2","1","1","0","0","0","1",35,"1","0","0","0","3","1","7","0","2",-56665,"3",772,5
"SL7","81","6","2019",3,2,8,8,0,"2","2",399,"6","31",30,"22","0","0","0","0","0","0","0","34","31","31",3,"4","1",49,"0","8","1","2","0","3","0","1","0","0","0","1",60,"1","0","3","0","2","2","6","0","3",-14235,"5",84400,6
"SL7","81","6","2019",1,3,14,14,3,"2","2",399,"6","31",20,"23","0","0","0","0","0","0","0","12","13","31",4,"4","2",59,"0","8","1","2","0","3","1","1","0","0","0","1",40,"1","0","3","0","0","5","1","0","3",-44378,"4",24989,2
"SL7","81","6","2019",3,0,9,8,2,"2","2",399,"6","31",20,"23","0","0","0","0","0","0","0","34","31","31",6,"4","1",55,"0","8","0","5","0","2","0","0","0","0","0","1",15,"1","0","0","0","1","1","0","0","3",-31153,"4",51054,0
"SL7","81","6","2019",2,1,7,7,2,"2","2",399,"6","32",20,"23","0","0","0","0","0","0","0","11","31","31",4,"4","1",39,"0","8","1","5","0","3","0","0","0","0","0","0",NA,"1","0","0","0","0","0","2","0","2",-65966,"3",-17561,2
"SL7","81","6","2019",3,1,8,8,2,"2","2",399,"6","31",996,"22","0","0","0","0","0","0","0","12","13","31",2,"4","2",22,"0","8","0","2","0","3","1","0","0","0","0","0",NA,"1","0","0","0","0","0","10","0","2",-52986,"4",8023,0
"SL7","81","6","2019",1,0,8,8,2,"2","2",399,"6","31",20,"23","0","0","0","0","0","0","0","11","31","31",3,"4","1",32,"0","8","0","5","0","2","1","0","0","0","0","1",45,"1","0","0","0","1","0","0","0","2",-54723,"3",4599,0
"SL7","81","6","2019",0,0,3,3,0,"2","2",399,"6","42",30,"23","0","0","0","0","0","0","0","11","13","12",1,"3","2",52,"0","8","1","5","0","3","0","0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","1",-105958,"1",-96384,1
"SL7","81","6","2019",0,0,3,2,1,"2","2",399,"6","31",30,"22","0","0","0","0","0","0","0","12","13","31",1,"3","2",30,"0","8","0","2","0","3","1","0","0","0","0","1",20,"1","0","0","0","0","0","98","0","2",-49657,"4",14585,0
"SL7","81","6","2019",4,0,12,12,3,"2","2",399,"6","31",40,"23","0","0","0","0","0","1","0","12","31","31",5,"4","1",73,"0","8","1","2","0","3","1","1","0","0","0","1",100,"1","3","11","0","0","5","1","0","3",-5115,"5",102375,6
"SL7","81","6","2019",1,2,8,8,1,"2","2",399,"6","31",30,"22","0","1","0","0","0","0","0","12","13","22",4,"5","2",32,"0","8","1","2","0","3","1","0","0","0","0","1",40,"1","0","1","0","1","0","3","0","2",-59308,"3",-4438,2
"SL7","81","6","2019",1,1,6,6,1,"2","2",399,"6","31",15,"23","0","0","0","0","0","0","0","11","31","31",5,"2","1",34,"0","8","0","5","0","3","1","0","0","0","0","1",30,"0","0","0","0","0","0","0","0","2",-54795,"3",4457,0
"SL7","81","6","2019",1,2,7,7,1,"2","2",399,"6","32",20,"31","0","1","0","0","0","0","0","11","13","12",1,"4","1",56,"0","8","1","5","0","3","1","1","0","0","0","1",45,"1","0","0","0","4","2","3","0","1",-93081,"1",-71003,1
"SL7","81","6","2019",1,0,5,5,1,"2","2",399,"6","21",20,"22","0","0","0","0","1","1","1","34","31","31",2,"2","2",27,"0","8","1","2","0","3","1","0","0","0","0","1",20,"1","0","0","0","4","0","0","0","4",55992,"5",222814,2
"SL7","81","6","2019",0,0,6,6,0,"2","2",399,"6","21",40,"23","0","0","0","0","0","0","0","12","13","31",2,"4","2",53,"0","8","1","2","0","3","1","0","0","0","0","0",NA,"1","0","0","0","0","0","4","0","2",-60614,"3",-7013,2
"SL7","81","6","2019",2,0,8,8,1,"2","2",399,"6","31",15,"23","0","0","0","0","1","1","0","34","13","31",8,"4","1",47,"0","8","1","5","1","2","1","1","0","0","0","1",45,"1","0","7","0","5","4","20","0","3",-79,"5",112301,5
"SL7","82","6","2019",0,0,2,2,0,"1","2",235,"6","14",10,"22","0","0","0","0","0","0","0","34","13","31",2,"2","2",95,"0","8","0","3","0","3","0","0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","3",-44620,"4",24511,0
"SL7","82","6","2019",3,0,8,8,1,"1","2",235,"6","14",20,"23","0","1","0","0","0","0","0","11","31","31",4,"4","1",60,"0","8","1","3","0","3","1","1","0","0","0","1",54,"0","0","0","0","0","0","0","0","2",-45199,"4",23371,2
"SL7","82","6","2019",2,1,7,7,1,"1","2",235,"6","14",10,"22","0","0","0","0","0","0","0","11","13","31",5,"4","1",69,"0","8","0","3","0","3","1","0","0","0","0","1",10,"1","0","0","0","0","0","15","0","2",-67964,"3",-21499,0
"SL7","82","6","2019",1,0,3,3,1,"1","2",235,"6","13",996,"23","0","1","0","0","0","0","0","11","13","31",1,"2","1",53,"0","8","1","2","0","3","0","1","0","0","0","1",51,"1","0","0","0","2","0","10","0","2",-64413,"3",-14499,1
"SL7","82","6","2019",1,0,4,4,1,"1","2",235,"6","14",5,"22","0","0","0","0","0","0","0","11","31","31",2,"4","1",37,"0","8","1","3","0","2","1","0","0","0","0","1",35,"1","0","0","0","1","0","0","0","2",-51931,"4",10103,2
"SL7","82","6","2019",1,0,4,3,1,"1","2",235,"6","13",996,"23","0","1","0","0","0","0","0","11","13","31",2,"2","1",57,"0","8","1","2","0","3","1","1","0","0","0","1",75,"1","0","0","0","0","0","3","1","3",-36382,"4",40749,2
